Rumble,A Finals,Graded (No Uma Restrictions),Symboli Rudolf,Pace Chaser,Unity Cup Scenario Ace,Mayano Top Gun,Front Runner,Sacrifice to overtake,Mihono Bourbon,Front Runner,Sacrifice to overtake,,Winner = Opponent's uma,End Closer,Mayano Top Gun,,|,3rd,,,Symboli Rudolf - Pace Chaser,Mayano Top Gun - Front Runner,Mihono Bourbon - Front Runner
Daigo,A Finals,Graded (No Uma Restrictions),Eishin Flash,Late Surger,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Nice Nature,End Closer,Debuffer,,,,,,|,1st,,,Eishin Flash - Late Surger,Gold Ship - End Closer,Nice Nature - End Closer
Gelatin,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Mejiro McQueen - Pace Chaser,Gold Ship - End Closer
Canucklehead,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
urara,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Mejiro McQueen - Pace Chaser
Rei,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Manhattan Cafe - End Closer,Narita Taishin - End Closer,Gold Ship - End Closer
Knighted,A Finals,Graded (No Uma Restrictions),Mayano Top Gun,Pace Chaser,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Gold Ship,,|,2nd,,,Mayano Top Gun - Pace Chaser,Silence Suzuka - Runaway,Manhattan Cafe - End Closer
IspamObjection,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Rice Shower (Halloween),Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Rice Shower (Halloween) - Pace Chaser
Magekarp18,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
Wully,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,,Winner = Opponent's uma,Front Runner,Seiun Sky,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Daiwa Scarlet - Pace Chaser
Bacon,A Finals,Graded (No Uma Restrictions),Air Groove,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Symboli Rudolf,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Manhattan Cafe,,|,3rd,,,Air Groove - Pace Chaser,Gold Ship - End Closer,Symboli Rudolf - End Closer
hash2,B Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Oguri Cap - Pace Chaser
Nah,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Gold Ship,,|,2nd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Manhattan Cafe - End Closer
MelaysT,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Mayano Top Gun (Wedding),End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Mayano Top Gun (Wedding) - End Closer,Manhattan Cafe - End Closer
Gemstone Addict,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Nice Nature,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Manhattan Cafe - End Closer,Nice Nature - End Closer
manjo,A Finals,Graded (No Uma Restrictions),Seiun Sky,Front Runner,Debuffer,Narita Taishin,End Closer,Unity Cup Scenario Ace,Matikanefukukitaru (Full Armor),Late Surger,Unity Cup Scenario Ace,,Winner = Own uma,Late Surger,Matikanefukukitaru (Full Armor),,|,1st,,,Seiun Sky - Front Runner,Narita Taishin - End Closer,Matikanefukukitaru (Full Armor) - Late Surger
hootmf,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,3rd,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Oguri Cap - Pace Chaser
FzyBny,A Finals,Graded (No Uma Restrictions),Grass Wonder (Fantasy),Late Surger,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Special Week (Summer),Late Surger,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Mayano Top Gun,,|,3rd,,,Grass Wonder (Fantasy) - Late Surger,Gold Ship - End Closer,Special Week (Summer) - Late Surger
Karhumies,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,El Condor Pasa,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,El Condor Pasa - End Closer
arc,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Narita Taishin - End Closer,Mejiro McQueen - Pace Chaser
Wired,A Finals,Graded (No Uma Restrictions),Super Creek,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun (Wedding),End Closer,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Mayano Top Gun (Wedding),,|,1st,,,Super Creek - Pace Chaser,Gold Ship - End Closer,Mayano Top Gun (Wedding) - End Closer
Hex,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
Victoria Secret,A Finals,Graded (No Uma Restrictions),Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Mayano Top Gun - End Closer,Mejiro McQueen - Pace Chaser,Gold Ship - End Closer
CommanderPuma99,A Finals,Graded (No Uma Restrictions),Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Gold Ship,,|,1st,,,Agnes Tachyon - Pace Chaser,Gold Ship - End Closer,Narita Taishin - End Closer
ChatBox,A Finals,Graded (No Uma Restrictions),Special Week (Summer),End Closer,Debuffer,Oguri Cap,End Closer,Unity Cup Scenario Ace,Symboli Rudolf (Festival),Pace Chaser,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Narita Taishin,,|,2nd,,,Special Week (Summer) - End Closer,Oguri Cap - End Closer,Symboli Rudolf (Festival) - Pace Chaser
AzimDaQuixote,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
Dialectical,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
Kiv,A Finals,Graded (No Uma Restrictions),Agnes Digital,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Agnes Digital,,|,1st,,,Agnes Digital - End Closer,Gold Ship - End Closer,Mayano Top Gun - End Closer
Krazen,B Finals,Graded (No Uma Restrictions),Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,Mihono Bourbon,Front Runner,Unity Cup Scenario Ace,Mejiro McQueen,Front Runner,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Narita Taishin,,|,3rd,,,Maruzensky (Summer) - Front Runner,Mihono Bourbon - Front Runner,Mejiro McQueen - Front Runner
Rusty Gusty,A Finals,Graded (No Uma Restrictions),Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,URA Scenario Ace,,Winner = Own uma,Pace Chaser,Mejiro McQueen,,|,1st,,,Mejiro McQueen - Pace Chaser,Gold Ship - End Closer,Mayano Top Gun - End Closer
SesameChikn,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Mayano Top Gun,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Agnes Tachyon - Pace Chaser
laugh_,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,flex,,,,,,|,1st,,,Gold Ship - End Closer,Agnes Tachyon - Pace Chaser,Mejiro McQueen - Pace Chaser
DillFlavored,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Special Week,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Manhattan Cafe - End Closer,Narita Taishin - End Closer,Special Week - Pace Chaser
ImRingo,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Manhattan Cafe - End Closer,Narita Taishin - End Closer
Lucifyx,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Tokai Teio (Anime Collab),Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Tokai Teio (Anime Collab) - Pace Chaser
darkmoon,A Finals,Graded (No Uma Restrictions),Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Narita Taishin,,|,2nd,,,Agnes Tachyon - Pace Chaser,Manhattan Cafe - End Closer,Mayano Top Gun - End Closer
Venge,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Mayano Top Gun,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Agnes Tachyon - Pace Chaser,Mayano Top Gun - Pace Chaser
X-ite_SDF,A Finals,Graded (No Uma Restrictions),Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Seiun Sky,Pace Chaser,Unity Cup Scenario Ace,,Winner = Own uma,Pace Chaser,Seiun Sky,,|,1st,,,Agnes Tachyon - Pace Chaser,Narita Taishin - End Closer,Seiun Sky - Pace Chaser
Doue,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Gold Ship,,|,2nd,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
Yenfish,A Finals,Graded (No Uma Restrictions),Narita Brian,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Narita Brian,,|,1st,,,Narita Brian - End Closer,Mayano Top Gun - End Closer,Mejiro McQueen - Pace Chaser
Croix du Nord,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Manhattan Cafe - End Closer,Mayano Top Gun - End Closer,Gold Ship - End Closer
Catchiii,A Finals,Graded (No Uma Restrictions),Hishi Amazon,End Closer,Unity Cup Scenario Ace,Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,,,,,,|,1st,,,Hishi Amazon - End Closer,Maruzensky (Summer) - Front Runner,Silence Suzuka - Runaway
Toad,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Pace Chaser,Unity Cup Scenario Ace,Narita Brian,End Closer,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Gold Ship,,|,1st,,,Gold Ship - End Closer,Agnes Tachyon - Pace Chaser,Narita Brian - End Closer
grodd bondrow,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
fx,A Finals,Graded (No Uma Restrictions),Seiun Sky,Front Runner,Unity Cup Scenario Ace,Narita Taishin,End Closer,Debuffer,Silence Suzuka,Runaway,Sacrifice to overtake,,,,,,|,1st,,,Seiun Sky - Front Runner,Narita Taishin - End Closer,Silence Suzuka - Runaway
Rein,A Finals,Graded (No Uma Restrictions),Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Special Week (Summer),Late Surger,Unity Cup Scenario Ace,,,,,,|,1st,,,Mayano Top Gun - End Closer,Gold Ship - End Closer,Special Week (Summer) - Late Surger
Narvana,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Oguri Cap,Late Surger,Unity Cup Scenario Ace,,,,,,|,2nd,,,Narita Taishin - End Closer,Gold Ship - End Closer,Oguri Cap - Late Surger
bamd,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Symboli Rudolf,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Symboli Rudolf - Pace Chaser
Winter,A Finals,Graded (No Uma Restrictions),Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,,,,,,|,3rd,,,Daiwa Scarlet - Pace Chaser,Narita Taishin - End Closer,Gold Ship - End Closer
CSabor,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Gold Ship,,|,2nd,,,Gold Ship - End Closer,Mejiro McQueen - Pace Chaser,Manhattan Cafe - End Closer
TMK1k,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Nice Nature,Late Surger,Debuffer,Symboli Rudolf,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,End Closer,Gold Ship,,|,2nd,,,Gold Ship - End Closer,Nice Nature - Late Surger,Symboli Rudolf - End Closer
Kaioo,A Finals,Graded (No Uma Restrictions),Rice Shower (Halloween),Pace Chaser,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Air Groove,Front Runner,Sacrifice to overtake,,,,,,|,2nd,,,Rice Shower (Halloween) - Pace Chaser,Manhattan Cafe - End Closer,Air Groove - Front Runner
Allyn,B Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Tokai Teio (Anime Collab),Pace Chaser,Unity Cup Scenario Ace,,,,,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Tokai Teio (Anime Collab) - Pace Chaser
JenErique,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,Winner = Opponent's uma,Pace Chaser,Mejiro McQueen,,|,2nd,,,Manhattan Cafe - End Closer,Gold Ship - End Closer,Narita Taishin - End Closer
LeToucan,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,3rd,,,Manhattan Cafe - End Closer,Gold Ship - End Closer,Mayano Top Gun - Pace Chaser
drpanda,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
Ryuuji,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Manhattan Cafe,,|,1st,,,Narita Taishin - End Closer,Gold Ship - End Closer,Manhattan Cafe - End Closer
Euphyliene,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,,,,,,|,1st,,,Manhattan Cafe - End Closer,Gold Ship - End Closer,Mayano Top Gun - End Closer
Albhax,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Special Week (Summer),End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,3rd,,,Gold Ship - End Closer,Special Week (Summer) - End Closer,Mejiro McQueen - Pace Chaser
Nazhaz,B Finals,Graded (No Uma Restrictions),Daiwa Scarlet,Front Runner,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,Nice Nature,End Closer,Debuffer,,Winner = Opponent's uma,End Closer,Gold Ship,,|,2nd,,,Daiwa Scarlet - Front Runner,Silence Suzuka - Runaway,Nice Nature - End Closer
Dragon,A Finals,Graded (No Uma Restrictions),Narita Taishin,End Closer,Unity Cup Scenario Ace,Agnes Tachyon,Late Surger,Debuffer,Grass Wonder,Late Surger,Debuffer,,Winner = Own uma,End Closer,Narita Taishin,,|,1st,,,Narita Taishin - End Closer,Agnes Tachyon - Late Surger,Grass Wonder - Late Surger
Tae,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,,,,,|,2nd,,,Gold Ship - End Closer,Narita Taishin - End Closer,Mejiro McQueen - Pace Chaser
Uweyuwbyhas,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
HSL-,A Finals,Graded (No Uma Restrictions),Silence Suzuka,Runaway,Unity Cup Scenario Ace,Seiun Sky,Front Runner,Unity Cup Scenario Ace,Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,,,,,,|,3rd,,,Silence Suzuka - Runaway,Seiun Sky - Front Runner,Maruzensky (Summer) - Front Runner
LOL,,Graded (No Uma Restrictions),,,,,,,,,,,,,,,|,,,,,,
Angrio Olio,A Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,URA Scenario Ace,Meisho Doto,Pace Chaser,URA Scenario Ace,Hishi Amazon,End Closer,URA Scenario Ace,,,,,,|,3rd,,,Gold Ship - End Closer,Meisho Doto - Pace Chaser,Hishi Amazon - End Closer
Plati,A Finals,Graded (No Uma Restrictions),Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,,Winner = Own uma,End Closer,Narita Taishin,,|,1st,,,Manhattan Cafe - End Closer,Gold Ship - End Closer,Narita Taishin - End Closer
Ilya,B Finals,Graded (No Uma Restrictions),Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,,Winner = Own uma,Pace Chaser,Mejiro McQueen,,|,1st,,,Gold Ship - End Closer,Mayano Top Gun - End Closer,Mejiro McQueen - Pace Chaser
